id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
38774,0,23,1,3.0,1,2,0,31441.0,152.0,221,0
38775,0,69,1,33.0,1,1,0,53878.0,124.0,275,0
38776,1,51,1,8.0,0,3,1,29882.0,26.0,276,1
38777,0,42,1,28.0,0,1,1,2630.0,26.0,257,0
38778,1,24,1,41.0,1,2,0,45352.0,152.0,243,0
38779,0,33,1,28.0,0,2,1,50852.0,26.0,226,1
38780,1,30,1,22.0,0,2,1,35213.0,124.0,279,1
38781,1,37,1,29.0,0,1,1,2630.0,156.0,68,0
38782,0,32,1,8.0,1,2,0,25693.0,152.0,142,0
38783,1,54,1,26.0,1,1,0,38141.0,120.0,237,0
38784,1,74,1,50.0,0,1,0,31120.0,26.0,140,0
38785,1,59,1,32.0,1,1,0,32698.0,124.0,41,0
38786,0,25,1,41.0,1,2,0,29156.0,152.0,29,0
38787,0,30,1,41.0,0,2,1,34749.0,152.0,157,0
38788,0,43,1,4.0,1,1,0,27829.0,124.0,18,0
38789,1,25,1,21.0,1,2,0,30619.0,152.0,153,0
38790,0,45,1,8.0,1,1,0,34602.0,124.0,56,0
38791,0,55,1,36.0,0,1,1,2630.0,156.0,275,0
38792,0,33,1,41.0,0,1,1,27828.0,124.0,250,1
38793,1,58,1,28.0,1,1,0,46561.0,26.0,286,0
38794,0,49,1,36.0,1,1,0,37024.0,124.0,298,0
38795,0,71,1,41.0,0,1,1,30648.0,26.0,163,0
38796,1,25,1,47.0,0,2,1,33147.0,152.0,284,0
38797,0,68,1,46.0,0,3,1,40237.0,26.0,139,0
38798,0,54,1,33.0,0,1,0,41530.0,124.0,226,0
38799,0,22,1,14.0,1,2,0,21532.0,152.0,211,0
38800,0,59,1,46.0,0,1,0,34026.0,21.0,150,0
38801,0,59,1,41.0,0,1,0,38893.0,26.0,39,0
38802,0,41,1,17.0,1,1,0,25790.0,124.0,29,0
38803,0,44,1,11.0,0,1,1,37014.0,26.0,56,1
38804,0,23,1,12.0,1,2,0,2630.0,151.0,39,0
38805,0,35,1,15.0,0,1,1,2630.0,152.0,222,0
38806,0,23,1,41.0,0,2,0,43692.0,152.0,19,0
38807,1,22,1,47.0,0,2,0,33871.0,152.0,44,0
38808,1,47,1,28.0,0,1,1,37703.0,26.0,186,1
38809,0,60,0,28.0,1,1,0,2630.0,124.0,267,0
38810,0,63,1,28.0,0,1,1,34165.0,124.0,144,0
38811,1,43,1,28.0,0,1,1,43060.0,26.0,172,1
38812,0,47,1,35.0,0,1,1,24522.0,26.0,127,1
38813,0,25,1,33.0,1,2,0,29529.0,152.0,126,0
38814,1,26,1,14.0,1,2,0,27999.0,152.0,147,0
38815,0,41,1,46.0,0,1,1,24351.0,124.0,194,0
38816,0,56,1,28.0,1,1,0,38221.0,26.0,152,0
38817,0,26,1,29.0,1,2,0,2630.0,152.0,101,0
38818,1,59,1,8.0,0,1,1,47853.0,26.0,36,0
38819,1,46,1,41.0,0,1,1,30180.0,124.0,38,0
38820,1,25,1,41.0,1,2,0,37677.0,152.0,292,0
38821,0,21,1,43.0,1,2,1,2630.0,160.0,26,0
38822,0,29,1,32.0,1,2,0,35241.0,26.0,80,0
38823,1,22,1,13.0,1,2,0,23319.0,152.0,99,0
38824,1,24,1,27.0,0,2,1,29904.0,152.0,165,0
38825,1,27,1,45.0,1,2,0,2630.0,152.0,46,0
38826,1,68,1,0.0,0,1,1,2630.0,61.0,281,0
38827,1,49,1,30.0,1,1,0,2630.0,124.0,106,0
38828,1,24,1,8.0,1,2,0,34225.0,151.0,184,0
38829,0,41,1,8.0,1,1,1,26935.0,124.0,207,0
38830,0,22,1,46.0,1,2,0,23796.0,160.0,146,0
38831,1,20,1,46.0,0,2,1,31661.0,160.0,215,0
38832,1,30,1,40.0,0,1,1,36425.0,26.0,137,1
38833,1,24,1,36.0,0,2,0,39910.0,152.0,76,0
38834,0,23,1,8.0,1,2,0,47808.0,152.0,262,0
38835,0,78,1,46.0,1,1,1,28604.0,30.0,126,0
38836,0,48,1,31.0,0,1,0,2630.0,26.0,59,0
38837,1,32,1,28.0,0,2,1,23876.0,26.0,31,1
38838,1,35,1,28.0,1,1,0,40169.0,124.0,189,0
38839,1,40,1,8.0,1,1,0,30363.0,124.0,255,0
38840,1,47,1,28.0,0,1,0,33932.0,60.0,110,0
38841,1,48,1,3.0,0,1,1,25756.0,26.0,137,1
38842,1,52,1,46.0,1,1,0,32723.0,155.0,230,0
38843,0,30,1,28.0,0,2,1,27348.0,124.0,289,1
38844,0,64,1,28.0,1,1,0,43863.0,26.0,134,0
38845,0,21,1,46.0,1,2,0,22769.0,160.0,260,0
38846,1,30,1,22.0,1,2,0,44242.0,152.0,36,0
38847,0,33,1,28.0,0,2,1,22645.0,26.0,278,0
38848,0,69,1,28.0,0,1,1,42118.0,26.0,171,0
38849,1,44,1,36.0,1,1,0,101661.0,124.0,34,0
38850,0,30,1,39.0,1,2,0,49767.0,152.0,203,0
38851,1,25,1,8.0,1,2,0,33707.0,160.0,289,0
38852,1,56,1,38.0,0,1,1,2630.0,124.0,155,0
38853,1,25,1,28.0,1,2,0,51849.0,152.0,13,0
38854,1,24,1,30.0,1,2,1,32411.0,152.0,104,0
38855,0,46,1,48.0,1,1,0,2630.0,15.0,157,0
38856,1,28,1,3.0,1,2,0,44479.0,152.0,258,0
38857,0,23,1,26.0,0,2,1,35144.0,160.0,155,0
38858,0,68,1,28.0,0,1,1,37651.0,122.0,119,0
38859,1,37,1,15.0,0,1,1,24844.0,151.0,186,0
38860,0,23,1,11.0,0,2,1,26521.0,124.0,264,1
38861,0,38,1,3.0,0,1,1,28545.0,26.0,289,0
38862,0,35,1,19.0,0,1,1,26094.0,124.0,66,0
38863,1,53,1,28.0,0,1,1,36468.0,26.0,204,1
38864,0,24,1,11.0,0,2,1,44518.0,152.0,245,0
38865,1,22,1,36.0,1,2,1,2630.0,160.0,114,0
38866,1,22,1,41.0,1,2,0,55567.0,152.0,158,0
38867,0,52,1,8.0,1,1,0,38179.0,26.0,121,0
38868,0,27,1,34.0,0,2,1,34432.0,152.0,58,0
38869,1,48,1,39.0,0,1,1,46197.0,26.0,178,1
38870,0,68,1,28.0,0,1,1,42614.0,25.0,257,0
38871,1,37,1,28.0,1,1,0,38949.0,124.0,204,0
38872,1,38,1,28.0,1,1,0,2630.0,124.0,161,0
38873,0,43,1,28.0,0,3,1,30925.0,122.0,173,1
38874,0,23,1,41.0,1,2,0,31922.0,152.0,286,0
38875,0,58,1,19.0,1,1,0,29198.0,26.0,91,0
38876,1,24,1,10.0,1,2,0,25494.0,152.0,79,0
38877,0,72,1,49.0,1,1,0,35627.0,26.0,16,0
38878,0,79,1,28.0,0,1,1,42710.0,122.0,195,1
38879,0,52,1,3.0,0,1,0,29058.0,26.0,198,0
38880,1,42,1,8.0,0,1,1,34494.0,26.0,48,1
38881,1,41,1,28.0,0,1,1,43983.0,157.0,127,1
38882,1,26,1,41.0,1,2,0,27986.0,152.0,62,0
38883,0,32,1,50.0,1,1,0,29578.0,8.0,240,0
38884,0,47,1,28.0,0,1,1,34352.0,26.0,187,1
38885,1,37,1,28.0,0,1,1,42935.0,26.0,277,0
38886,1,33,1,13.0,0,1,1,2630.0,156.0,131,1
38887,1,31,1,29.0,0,1,1,2630.0,157.0,278,0
38888,1,43,1,28.0,0,1,1,2630.0,124.0,133,1
38889,0,29,1,29.0,1,2,0,33150.0,152.0,267,0
38890,0,55,1,33.0,1,1,0,22922.0,124.0,151,0
38891,1,21,1,28.0,0,2,1,54965.0,154.0,200,0
38892,0,49,1,7.0,1,1,0,48167.0,26.0,201,0
38893,0,21,1,25.0,1,2,0,30037.0,160.0,116,0
38894,0,42,1,28.0,0,1,1,2630.0,26.0,215,0
38895,0,39,1,8.0,0,1,1,46836.0,26.0,56,1
38896,0,41,1,28.0,0,1,1,32834.0,124.0,92,0
38897,1,24,1,10.0,0,2,1,27433.0,152.0,11,1
38898,0,76,1,28.0,0,2,0,2630.0,1.0,13,0
38899,0,47,1,28.0,0,3,1,56602.0,26.0,187,1
38900,1,50,1,28.0,0,1,1,65872.0,26.0,52,0
38901,0,21,1,36.0,0,2,1,29701.0,152.0,242,0
38902,0,56,1,50.0,1,1,0,34309.0,26.0,78,0
38903,0,64,1,41.0,1,1,0,44502.0,26.0,297,0
38904,0,25,1,29.0,1,2,0,30677.0,152.0,55,0
38905,0,42,1,38.0,0,1,1,24010.0,124.0,46,1
38906,0,49,1,28.0,0,1,1,43652.0,124.0,201,0
38907,0,73,1,28.0,0,1,1,60225.0,122.0,257,1
38908,0,21,1,46.0,1,2,0,40892.0,152.0,116,0
38909,0,53,1,8.0,0,1,1,37278.0,26.0,233,1
38910,0,22,1,33.0,1,2,0,30925.0,152.0,187,0
38911,0,58,1,3.0,0,1,1,32212.0,163.0,136,0
38912,1,36,1,28.0,0,1,1,2630.0,124.0,166,0
38913,1,22,1,27.0,0,2,1,28559.0,152.0,60,0
38914,0,53,1,11.0,0,1,1,31994.0,26.0,252,1
38915,0,28,1,28.0,1,2,0,24123.0,152.0,82,0
38916,1,43,1,8.0,1,1,0,35848.0,124.0,140,0
38917,1,24,1,37.0,1,2,0,31179.0,152.0,26,0
38918,1,53,1,28.0,0,3,1,40301.0,122.0,87,1
38919,0,22,1,30.0,1,2,0,25460.0,152.0,61,0
38920,1,47,1,10.0,0,1,1,30028.0,124.0,60,1
38921,1,23,1,47.0,0,2,1,27720.0,152.0,261,0
38922,1,50,1,28.0,0,3,1,78972.0,26.0,268,0
38923,1,28,1,36.0,0,2,1,34757.0,152.0,164,0
38924,0,50,1,28.0,0,3,1,37990.0,124.0,268,0
38925,0,54,1,29.0,0,1,1,32406.0,124.0,78,0
38926,1,52,1,8.0,0,1,1,37021.0,152.0,86,0
38927,0,34,1,10.0,0,1,1,2630.0,157.0,263,1
38928,1,22,1,30.0,1,2,0,18202.0,152.0,107,0
38929,0,61,1,47.0,1,1,0,30622.0,122.0,263,0
38930,0,73,1,33.0,1,1,0,31895.0,26.0,85,0
38931,0,27,1,8.0,1,2,0,33665.0,152.0,168,0
38932,0,26,1,28.0,0,2,1,40331.0,152.0,219,0
38933,0,20,1,15.0,0,2,1,60571.0,160.0,109,0
38934,0,31,1,28.0,0,2,1,43544.0,154.0,72,0
38935,1,23,1,6.0,1,2,0,24526.0,152.0,158,0
38936,0,72,1,28.0,1,1,0,43777.0,124.0,95,0
38937,0,34,1,11.0,1,1,0,28288.0,26.0,105,0
38938,0,46,1,28.0,0,3,1,51939.0,26.0,123,0
38939,0,22,1,6.0,1,2,0,41069.0,152.0,103,0
38940,0,45,1,39.0,0,1,1,25873.0,124.0,171,1
38941,1,40,1,7.0,0,1,0,2630.0,160.0,247,0
38942,1,53,1,28.0,1,1,0,29297.0,60.0,84,0
38943,0,70,1,15.0,1,1,0,26323.0,122.0,83,0
38944,0,29,1,37.0,0,2,1,29708.0,152.0,237,0
38945,0,48,1,28.0,0,1,1,36106.0,124.0,262,0
38946,0,39,1,47.0,1,1,1,35815.0,29.0,144,0
38947,1,23,1,46.0,1,2,0,21355.0,152.0,291,0
38948,0,29,1,11.0,1,2,0,27589.0,152.0,254,0
38949,0,68,0,28.0,1,1,0,41398.0,26.0,151,0
38950,0,36,1,28.0,1,1,0,42755.0,124.0,11,0
38951,0,79,1,28.0,1,1,0,43532.0,13.0,44,0
38952,1,73,1,46.0,1,1,0,2630.0,11.0,37,0
38953,0,46,1,1.0,0,1,1,2630.0,124.0,282,0
38954,1,34,1,28.0,0,1,1,53338.0,26.0,40,1
38955,1,25,1,50.0,1,2,0,2630.0,152.0,252,0
38956,0,69,1,28.0,0,1,1,29038.0,26.0,287,1
38957,0,58,1,2.0,1,1,0,29323.0,152.0,248,0
38958,0,33,1,3.0,0,1,1,2630.0,124.0,220,0
38959,1,63,1,35.0,0,1,1,30021.0,26.0,165,1
38960,0,33,1,41.0,1,2,0,2630.0,152.0,41,0
38961,0,21,1,12.0,1,2,0,23145.0,160.0,172,0
38962,1,24,1,2.0,0,2,1,24579.0,152.0,65,0
38963,0,25,1,45.0,1,2,0,20185.0,152.0,229,0
38964,0,44,1,6.0,0,1,1,40102.0,26.0,247,0
38965,0,30,1,28.0,1,1,0,45434.0,124.0,185,0
38966,0,45,1,28.0,0,1,1,45182.0,124.0,293,0
38967,0,23,1,47.0,1,2,1,49587.0,152.0,81,0
38968,1,35,1,7.0,1,1,0,35669.0,152.0,49,0
38969,0,49,1,8.0,1,1,0,43892.0,7.0,141,0
38970,1,20,1,28.0,0,1,1,2630.0,158.0,12,0
38971,0,30,1,28.0,0,2,1,62581.0,124.0,202,0
38972,1,48,1,50.0,1,1,0,39692.0,26.0,86,0
38973,0,34,1,28.0,0,1,0,2630.0,124.0,179,0
38974,1,38,1,36.0,0,1,1,35003.0,154.0,111,1
38975,0,54,1,35.0,0,1,1,36269.0,10.0,52,1
38976,1,66,1,8.0,0,1,1,34615.0,26.0,286,0
38977,0,47,1,28.0,0,1,1,540165.0,42.0,24,0
38978,1,21,1,28.0,0,2,1,38249.0,160.0,51,0
38979,1,37,1,28.0,0,1,1,30784.0,122.0,186,1
38980,0,35,1,36.0,0,1,1,24076.0,124.0,219,1
38981,1,29,1,28.0,0,2,1,31809.0,152.0,202,1
38982,1,42,1,5.0,1,1,1,2630.0,156.0,123,0
38983,1,49,1,28.0,0,1,1,49163.0,26.0,69,1
38984,1,22,1,41.0,1,2,0,27004.0,153.0,293,0
38985,1,43,1,28.0,0,1,1,45443.0,26.0,213,0
38986,0,47,1,36.0,0,1,0,35032.0,124.0,200,0
38987,1,22,1,2.0,1,2,0,20217.0,152.0,130,0
38988,0,28,1,27.0,1,2,0,22479.0,152.0,213,0
38989,0,54,1,14.0,1,1,0,2630.0,124.0,246,0
38990,0,42,1,28.0,0,1,1,61194.0,26.0,242,0
38991,0,27,1,36.0,1,2,0,33779.0,152.0,250,0
38992,1,23,1,13.0,1,2,0,34209.0,152.0,242,0
38993,0,59,1,41.0,0,3,1,39143.0,26.0,258,1
38994,1,24,1,46.0,1,2,0,2630.0,152.0,81,0
38995,1,30,1,28.0,0,1,1,32966.0,156.0,258,1
38996,0,55,1,28.0,1,1,0,40898.0,26.0,198,0
38997,0,51,1,8.0,0,3,1,41124.0,124.0,196,0
38998,1,24,1,25.0,1,2,0,23615.0,152.0,61,0
38999,1,29,1,41.0,1,2,0,32243.0,152.0,244,0
39000,0,22,1,14.0,1,2,0,32442.0,152.0,240,0
39001,1,22,1,50.0,1,2,0,33181.0,152.0,147,0
39002,0,22,1,41.0,1,2,0,26971.0,160.0,265,0
39003,1,29,1,21.0,1,2,0,29513.0,152.0,65,0
39004,1,25,1,35.0,1,2,0,35428.0,152.0,32,0
39005,1,33,1,19.0,0,2,1,36926.0,124.0,177,0
39006,0,43,1,30.0,0,1,1,32362.0,157.0,152,1
39007,0,45,1,28.0,0,1,1,48294.0,26.0,45,1
39008,1,57,1,28.0,1,1,0,31175.0,152.0,77,0
39009,1,20,1,30.0,0,2,1,32119.0,160.0,115,0
39010,0,28,1,36.0,1,1,0,33128.0,124.0,196,0
39011,0,40,1,11.0,0,1,1,2630.0,156.0,224,0
39012,0,50,1,29.0,0,1,0,37787.0,26.0,108,0
39013,0,39,1,28.0,1,1,0,2630.0,152.0,207,0
39014,0,37,1,20.0,1,1,0,2630.0,124.0,35,0
39015,1,46,1,28.0,0,1,1,45686.0,122.0,216,1
39016,1,40,1,8.0,0,1,1,37674.0,124.0,40,1
39017,1,22,1,32.0,1,2,0,19005.0,152.0,126,0
39018,1,31,1,28.0,1,2,0,2630.0,152.0,93,0
39019,0,30,1,28.0,0,1,1,29305.0,156.0,182,1
39020,0,42,1,32.0,0,1,1,34326.0,26.0,208,1
39021,1,39,1,28.0,0,1,1,38091.0,122.0,204,0
39022,0,22,1,32.0,1,2,0,31970.0,152.0,226,0
39023,1,24,1,45.0,1,2,0,30915.0,152.0,135,0
39024,1,29,1,30.0,1,2,0,30465.0,152.0,76,0
39025,1,25,1,8.0,1,2,0,40921.0,152.0,158,0
39026,1,54,1,11.0,0,1,1,2630.0,124.0,257,0
39027,0,56,1,3.0,0,1,1,2630.0,122.0,154,0
39028,0,65,1,28.0,0,1,1,49961.0,52.0,231,0
39029,0,37,1,3.0,0,1,1,27037.0,152.0,136,0
39030,0,21,1,16.0,0,2,1,27267.0,160.0,226,0
39031,0,25,1,28.0,0,1,1,48241.0,26.0,133,0
39032,0,37,1,9.0,0,1,1,23963.0,124.0,36,0
39033,0,25,1,15.0,1,2,0,2630.0,152.0,216,0
39034,0,28,1,50.0,0,2,1,28922.0,152.0,52,0
39035,0,34,1,0.0,1,1,0,2630.0,26.0,219,0
39036,0,24,1,45.0,1,2,0,25320.0,152.0,228,0
39037,0,24,1,47.0,0,2,1,25933.0,152.0,199,0
39038,0,41,1,33.0,0,1,1,33510.0,124.0,266,0
39039,0,36,1,28.0,0,1,0,38414.0,26.0,262,0
39040,0,57,1,28.0,0,1,1,33882.0,124.0,281,1
39041,1,27,1,11.0,1,2,0,33046.0,152.0,282,0
39042,0,68,1,8.0,1,1,0,29639.0,7.0,173,0
39043,1,44,1,28.0,1,1,0,62682.0,26.0,88,0
39044,1,24,1,28.0,0,2,1,29156.0,152.0,194,0
39045,0,24,1,41.0,1,2,0,50430.0,152.0,152,0
39046,0,35,1,48.0,0,1,1,2630.0,124.0,206,0
39047,0,42,1,8.0,0,1,1,30825.0,124.0,81,1
39048,1,67,1,8.0,1,1,0,37523.0,26.0,147,0
39049,0,37,1,16.0,1,1,0,33342.0,151.0,101,0
39050,1,37,1,8.0,0,1,0,2630.0,156.0,218,0
39051,0,21,1,28.0,0,2,1,29487.0,152.0,113,0
39052,1,25,1,10.0,0,2,0,29181.0,152.0,28,0
39053,0,20,1,34.0,0,2,1,32059.0,160.0,109,0
39054,0,62,1,28.0,0,1,1,58168.0,122.0,18,0
39055,0,25,1,50.0,1,2,0,25044.0,152.0,152,0
39056,1,48,1,28.0,0,1,1,30454.0,26.0,102,1
39057,0,44,1,13.0,1,1,0,2630.0,124.0,296,0
39058,1,25,1,30.0,1,2,1,23224.0,152.0,237,0
39059,0,60,1,36.0,0,1,1,2630.0,124.0,123,0
39060,0,39,1,46.0,1,1,0,37748.0,124.0,234,0
39061,0,32,1,28.0,0,3,1,40291.0,124.0,37,1
39062,1,45,1,50.0,0,1,1,29369.0,26.0,45,0
39063,1,29,1,30.0,0,2,1,34048.0,152.0,147,1
39064,0,33,1,46.0,1,2,0,40459.0,152.0,143,0
39065,1,33,1,50.0,0,2,1,32074.0,26.0,89,1
39066,1,45,1,8.0,0,1,1,31399.0,124.0,183,0
39067,0,66,1,37.0,1,1,0,39687.0,26.0,120,0
39068,1,70,1,28.0,1,1,0,25947.0,124.0,295,0
39069,0,22,1,39.0,1,2,0,2630.0,152.0,166,0
39070,0,22,1,27.0,0,2,1,33592.0,152.0,20,0
39071,0,22,1,24.0,0,2,1,25862.0,26.0,195,1
39072,1,42,1,7.0,0,1,1,2630.0,26.0,214,0
39073,1,29,1,9.0,1,2,0,36101.0,152.0,177,0
39074,0,43,1,28.0,1,1,0,43237.0,124.0,268,0
39075,0,52,1,28.0,0,1,1,26717.0,124.0,277,0
39076,1,26,1,30.0,1,2,0,31315.0,152.0,119,0
39077,1,24,1,8.0,1,2,0,52724.0,152.0,193,0
39078,1,28,1,50.0,1,2,0,2630.0,160.0,69,0
39079,0,47,1,41.0,0,1,1,30745.0,26.0,157,1
39080,0,54,1,14.0,1,1,0,37129.0,26.0,209,0
39081,1,47,1,28.0,0,1,1,34604.0,26.0,200,1
39082,0,48,1,24.0,0,1,1,39787.0,145.0,144,0
39083,0,60,1,39.0,1,1,0,30375.0,124.0,76,0
39084,0,31,1,46.0,1,2,0,25325.0,152.0,267,0
39085,0,47,1,39.0,0,1,1,38123.0,127.0,245,1
39086,0,33,1,19.0,0,2,0,2630.0,1.0,84,0
39087,1,66,1,41.0,1,1,0,37525.0,152.0,299,0
39088,0,39,1,28.0,0,1,1,35762.0,122.0,19,1
39089,0,47,1,26.0,0,1,1,26903.0,26.0,81,1
39090,0,25,1,28.0,0,2,1,50297.0,152.0,137,0
39091,1,37,1,9.0,1,1,0,29796.0,124.0,99,0
39092,0,41,1,28.0,0,1,1,32932.0,26.0,66,0
39093,0,62,1,28.0,0,1,1,55520.0,124.0,294,0
39094,0,52,1,8.0,0,1,1,2630.0,124.0,174,0
39095,1,24,1,28.0,1,2,0,58989.0,152.0,239,0
39096,0,51,1,28.0,0,1,1,31156.0,163.0,47,1
39097,0,46,1,28.0,0,3,1,53214.0,26.0,290,1
39098,1,26,1,44.0,1,2,0,34035.0,152.0,120,0
39099,1,45,1,28.0,1,1,0,47150.0,124.0,67,0
39100,1,25,1,47.0,0,2,1,26416.0,26.0,131,0
39101,1,43,1,28.0,0,3,1,2630.0,158.0,116,1
39102,1,21,1,46.0,1,2,0,39746.0,160.0,83,0
39103,0,43,1,28.0,0,1,1,36223.0,122.0,148,0
39104,0,39,1,46.0,1,1,1,30846.0,26.0,214,0
39105,1,30,1,10.0,1,2,0,2630.0,152.0,90,0
39106,1,39,1,46.0,0,1,1,17932.0,124.0,211,0
39107,0,38,1,2.0,0,1,1,37035.0,124.0,57,0
39108,0,23,1,50.0,0,2,1,37371.0,152.0,124,0
39109,1,24,1,8.0,1,2,0,49818.0,152.0,168,0
39110,0,58,1,28.0,1,1,0,39303.0,124.0,186,0
39111,1,22,1,30.0,1,2,0,29826.0,152.0,262,0
39112,1,21,1,46.0,1,2,0,45628.0,160.0,119,0
39113,0,37,1,13.0,0,3,1,19627.0,26.0,153,1
39114,0,60,1,3.0,0,1,1,2630.0,156.0,101,0
39115,1,27,1,36.0,1,2,0,34237.0,151.0,259,0
39116,0,52,1,8.0,0,1,1,42106.0,26.0,208,0
39117,0,50,1,2.0,1,1,0,28066.0,26.0,248,0
39118,0,25,1,33.0,1,2,0,32041.0,152.0,136,0
39119,0,21,1,46.0,1,2,0,30740.0,160.0,24,0
39120,1,21,1,44.0,1,2,0,2630.0,152.0,218,0
39121,0,23,1,16.0,0,2,1,34378.0,152.0,73,0
39122,0,41,1,28.0,0,1,1,32908.0,60.0,59,1
39123,0,21,1,8.0,1,2,0,54897.0,160.0,34,0
39124,0,29,1,46.0,1,1,0,33786.0,124.0,107,0
39125,1,23,1,32.0,1,2,0,34026.0,151.0,18,0
39126,0,28,1,8.0,0,2,1,2630.0,156.0,92,0
39127,1,32,1,8.0,0,2,1,35889.0,152.0,233,0
39128,1,24,1,9.0,1,2,0,35079.0,152.0,250,0
39129,0,39,1,30.0,0,1,1,21330.0,157.0,220,0
39130,0,25,1,8.0,1,2,0,36886.0,152.0,61,0
39131,1,22,1,28.0,1,2,0,59660.0,152.0,113,0
39132,0,24,1,6.0,1,2,0,19420.0,152.0,256,0
39133,0,46,1,32.0,1,1,0,24183.0,26.0,81,0
39134,1,43,1,28.0,1,1,0,39999.0,124.0,203,0
39135,1,27,1,50.0,1,2,0,43636.0,152.0,74,0
39136,1,24,1,50.0,0,2,1,47647.0,152.0,178,0
39137,0,25,1,28.0,1,2,0,85055.0,152.0,68,0
39138,1,23,1,26.0,1,2,0,33436.0,152.0,135,0
39139,0,74,1,33.0,1,1,0,35097.0,26.0,70,0
39140,0,77,1,28.0,0,1,1,43080.0,124.0,87,0
39141,0,54,1,28.0,0,3,1,85949.0,25.0,238,1
39142,0,58,1,11.0,0,1,0,30188.0,26.0,263,0
39143,0,77,1,28.0,1,1,0,31661.0,26.0,204,0
39144,1,24,1,21.0,1,2,0,33577.0,152.0,40,0
39145,0,55,1,28.0,0,1,0,28865.0,26.0,238,0
39146,1,46,1,32.0,0,1,1,30913.0,124.0,279,0
39147,0,47,1,28.0,1,1,0,37869.0,122.0,29,0
39148,1,22,1,28.0,1,2,0,44893.0,124.0,244,0
39149,1,42,1,47.0,1,1,0,28975.0,16.0,102,0
39150,1,21,1,46.0,1,2,0,25466.0,152.0,215,0
39151,1,45,1,28.0,1,1,0,35786.0,26.0,278,0
39152,1,47,1,48.0,0,1,0,2630.0,26.0,165,0
39153,0,23,1,28.0,1,2,0,49716.0,152.0,242,0
39154,1,25,1,3.0,1,2,0,31549.0,152.0,222,0
39155,0,42,1,29.0,1,1,0,2630.0,152.0,175,0
39156,1,73,1,28.0,0,1,1,41219.0,13.0,274,0
39157,0,26,1,39.0,1,2,0,21190.0,152.0,294,0
39158,0,40,1,28.0,0,1,1,34940.0,122.0,286,1
39159,1,30,1,15.0,1,2,0,2630.0,160.0,124,0
39160,1,32,1,8.0,0,2,1,30413.0,26.0,239,1
39161,1,49,1,27.0,0,3,1,25855.0,124.0,46,0
39162,0,23,1,8.0,1,2,0,42864.0,152.0,16,0
39163,1,75,1,18.0,0,1,1,2630.0,131.0,194,0
39164,0,41,1,28.0,0,1,1,33814.0,122.0,130,1
39165,0,48,1,28.0,0,1,1,48587.0,26.0,207,1
39166,0,29,1,11.0,1,2,0,28324.0,152.0,292,0
39167,0,23,1,8.0,1,2,0,72750.0,152.0,203,0
39168,0,39,1,30.0,0,1,1,2630.0,152.0,158,1
39169,1,20,1,8.0,0,2,1,36501.0,160.0,279,0
39170,1,23,1,15.0,1,2,0,36618.0,152.0,109,0
39171,1,22,1,12.0,1,2,0,25031.0,152.0,127,0
39172,1,42,1,28.0,1,1,0,31500.0,26.0,211,0
39173,1,23,1,6.0,0,2,1,32056.0,152.0,149,0
39174,1,37,1,37.0,0,1,1,2630.0,163.0,16,0
39175,0,29,1,27.0,1,2,0,27212.0,152.0,156,0
39176,1,25,1,13.0,1,2,0,25784.0,152.0,239,0
39177,1,21,1,8.0,0,2,0,49376.0,152.0,270,0
39178,0,50,1,28.0,1,1,0,115092.0,122.0,41,0
39179,0,37,1,28.0,0,1,1,46155.0,52.0,194,1
39180,0,34,1,34.0,1,1,0,40006.0,152.0,147,0
39181,0,20,1,47.0,0,2,1,25115.0,160.0,112,0
39182,1,59,1,28.0,0,1,1,56557.0,26.0,123,1
39183,0,29,1,28.0,0,2,1,46223.0,152.0,95,0
39184,0,24,1,6.0,0,2,1,30986.0,152.0,166,0
39185,1,25,1,8.0,1,2,0,31835.0,152.0,110,0
39186,0,21,1,12.0,0,2,1,2630.0,152.0,222,0
39187,0,31,1,28.0,0,1,1,41483.0,124.0,102,1
39188,1,53,1,8.0,0,3,1,58366.0,26.0,290,0
39189,0,66,1,28.0,0,3,1,36200.0,30.0,72,1
39190,1,52,1,8.0,0,1,1,43390.0,26.0,227,1
39191,0,25,1,28.0,1,2,0,43683.0,152.0,192,0
39192,0,25,1,33.0,1,2,0,30661.0,152.0,49,0
39193,0,36,1,28.0,0,1,1,39255.0,152.0,289,0
39194,1,26,1,41.0,1,2,0,2630.0,153.0,222,0
39195,1,21,1,8.0,1,2,0,29730.0,152.0,199,0
39196,0,25,1,32.0,0,2,0,35199.0,152.0,205,0
39197,0,28,1,41.0,1,2,0,18925.0,152.0,106,0
39198,1,31,1,30.0,0,2,1,30197.0,124.0,113,0
39199,1,25,1,41.0,1,2,0,24317.0,152.0,243,0
39200,1,35,1,45.0,0,1,1,2630.0,156.0,156,0
39201,1,26,1,37.0,1,2,0,35877.0,152.0,54,0
39202,0,25,1,8.0,1,2,0,52847.0,160.0,172,0
39203,1,34,1,8.0,0,1,1,43356.0,26.0,151,0
39204,1,21,1,33.0,0,2,1,26673.0,152.0,148,0
39205,1,45,1,28.0,0,1,1,34064.0,26.0,113,1
39206,0,35,1,3.0,1,1,0,23551.0,124.0,92,0
39207,1,79,1,41.0,0,3,1,39945.0,26.0,45,0
39208,0,24,1,6.0,1,2,0,26304.0,152.0,206,0
